Age,WorkClass,fnlwgt,Education,Education-Num,Marital-Status,Occupation,Relationship,Race,Sex,Capital-Gain,Capital-Loss,Hours-per-week,Native-Country,class
high, Private,low, Bachelors,very-high, Divorced, Handlers-cleaners, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,very-low, Assoc-voc,high, Married-civ-spouse, Craft-repair, Husband, White, Male,very-low,very-low,medium, United-States, <=50K.
low, State-gov,very-low, Bachelors,very-high, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,medium, United-States, <=50K.
medium, Private,very-low, HS-grad,medium, Divorced, Machine-op-inspct, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,very-low, 12th,medium, Never-married, Craft-repair, Own-child, White, Male,very-low,very-low,very-low, Columbia, <=50K.
low, Private,very-low, Bachelors,very-high, Never-married, Tech-support, Other-relative, White, Female,very-low,very-low,high, United-States, <=50K.
very-low, Private,low, Bachelors,very-high, Never-married, Exec-managerial, Not-in-family, White, Female,very-low,very-low,low, United-States, <=50K.
medium, Self-emp-inc,low, Prof-school,very-high, Widowed, Prof-specialty, Unmarried, White, Male,very-high,very-low,medium, United-States, >50K.
low, Private,low, HS-grad,medium, Married-civ-spouse, Transport-moving, Husband, White, Male,very-low,very-low,medium, United-States, <=50K.
low, Private,very-low, Bachelors,very-high, Separated, Prof-specialty, Not-in-family, White, Male,medium,very-low,low, United-States, >50K.
very-low, Local-gov,medium, 11th,low, Never-married, Prof-specialty, Own-child, White, Female,very-low,very-low,very-low, United-States, <=50K.
high, Federal-gov,very-low, Masters,very-high, Married-civ-spouse, Tech-support, Wife, White, Female,very-low,very-low,low, United-States, >50K.
high, Private,low, HS-grad,medium, Widowed, Craft-repair, Unmarried, White, Male,very-low,very-low,low, United-States, <=50K.
medium, Private,medium, HS-grad,medium, Never-married, Exec-managerial, Unmarried, White, Male,very-low,very-low,medium, United-States, <=50K.
low, Private,low, Assoc-voc,high, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,very-low,very-low,low, United-States, <=50K.
low, Private,medium, Some-college,medium, Separated, Machine-op-inspct, Not-in-family, Black, Male,very-low,very-low,low, United-States, <=50K.
low, Private,high, Masters,very-high, Never-married, Prof-specialty, Not-in-family, Black, Male,very-low,very-low,high, United-States, <=50K.
very-low, Private,high, 10th,low, Never-married, Handlers-cleaners, Not-in-family, White, Male,very-low,very-low,very-low, United-States, <=50K.
very-low, Private,very-low, HS-grad,medium, Never-married, Handlers-cleaners, Own-child, White, Male,very-low,very-low,very-low, United-States, <=50K.
very-low, Private,low, Bachelors,very-high, Never-married, Adm-clerical, Own-child, Black, Female,very-low,very-low,low, United-States, <=50K.
very-low, Private,medium, HS-grad,medium, Never-married, Other-service, Other-relative, Other, Female,very-low,very-low,low, El-Salvador, <=50K.
low, Private,low, Bachelors,very-high, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,low, United-States, >50K.
low, Private,very-low, 9th,low, Married-civ-spouse, Farming-fishing, Husband, White, Male,very-low,very-low,high, United-States, <=50K.
low, Private,low, HS-grad,medium, Married-civ-spouse, Craft-repair, Husband, White, Male,very-low,very-low,high, United-States, <=50K.
very-low, Private,very-low, Some-college,medium, Never-married, Other-service, Other-relative, White, Female,very-low,very-low,low, United-States, <=50K.
low, Private,very-low, Assoc-acdm,high, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,very-low,very-low,medium, United-States, <=50K.
very-low, Private,very-low, HS-grad,medium, Never-married, Prof-specialty, Own-child, White, Female,very-low,low,low, United-States, <=50K.
low, Private,very-low, HS-grad,medium, Divorced, Sales, Not-in-family, White, Female,very-low,very-low,low, United-States, <=50K.
low, Private,medium, Assoc-voc,high, Married-civ-spouse, Exec-managerial, Wife, White, Female,very-low,very-low,low, United-States, >50K.
high, Private,very-low, Bachelors,very-high, Married-civ-spouse, Craft-repair, Husband, White, Male,very-low,very-low,medium, United-States, >50K.
very-low, Private,very-high, Some-college,medium, Separated, Adm-clerical, Unmarried, Black, Female,very-low,very-low,low, United-States, <=50K.
medium, Private,low, Doctorate,very-high, Never-married, Prof-specialty, Own-child, White, Female,very-low,very-low,very-low, United-States, <=50K.
very-low, Private,very-low, Bachelors,very-high, Never-married, Prof-specialty, Own-child, White, Male,very-low,very-low,low, United-States, <=50K.
high, Private,very-low, HS-grad,medium, Married-civ-spouse, Craft-repair, Husband, Black, Male,very-low,very-low,medium, United-States, >50K.
very-low, Private,medium, HS-grad,medium, Never-married, Sales, Own-child, White, Female,very-low,very-low,very-low, United-States, <=50K.
very-high, Private,low, 10th,low, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,very-low, United-States, <=50K.
high, Private,low, HS-grad,medium, Married-civ-spouse, Adm-clerical, Wife, White, Female,medium,very-low,very-low, United-States, >50K.
low, Self-emp-inc,medium, Bachelors,very-high, Never-married, Exec-managerial, Not-in-family, White, Male,very-low,very-low,high, United-States, >50K.
low, Self-emp-inc,medium, Some-college,medium, Married-civ-spouse, Prof-specialty, Husband, Black, Male,very-low,very-low,low, Haiti, >50K.
very-low, Private,very-low, HS-grad,medium, Never-married, Other-service, Own-child, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,low, HS-grad,medium, Never-married, Adm-clerical, Not-in-family, White, Female,very-low,very-low,low, United-States, <=50K.
low, Self-emp-not-inc,low, HS-grad,medium, Married-civ-spouse, Farming-fishing, Husband, White, Male,very-low,very-low,high, United-States, <=50K.
high, Private,low, Some-college,medium, Married-civ-spouse, Adm-clerical, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,medium, Some-college,medium, Married-civ-spouse, Sales, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
low, Self-emp-inc,very-low, Bachelors,very-high, Married-civ-spouse, Sales, Husband, White, Male,very-low,very-low,medium, United-States, >50K.
low, Private,medium, HS-grad,medium, Divorced, Craft-repair, Own-child, White, Male,very-low,very-low,low, United-States, <=50K.
low, Private,low, HS-grad,medium, Married-civ-spouse, Other-service, Husband, White, Male,very-low,very-low,low, Trinadad&Tobago, <=50K.
very-low, Private,very-low, 11th,low, Never-married, Handlers-cleaners, Own-child, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,very-low, Bachelors,very-high, Married-civ-spouse, Exec-managerial, Wife, White, Female,very-low,medium,low, United-States, <=50K.
high, Private,low, HS-grad,medium, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
low, Private,low, Assoc-acdm,high, Divorced, Adm-clerical, Not-in-family, White, Female,very-low,low,low, United-States, <=50K.
very-high, Private,low, Bachelors,very-high, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,high,medium, United-States, >50K.
medium, Private,very-low, Masters,very-high, Never-married, Adm-clerical, Not-in-family, White, Female,very-low,very-low,very-low, United-States, <=50K.
very-low, Private,low, 10th,low, Never-married, Other-service, Own-child, White, Female,very-low,very-low,very-low, United-States, <=50K.
low, Private,very-low, HS-grad,medium, Divorced, Other-service, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
medium, Self-emp-not-inc,low, Assoc-acdm,high, Divorced, Exec-managerial, Unmarried, White, Female,very-low,very-low,high, United-States, <=50K.
very-low, Private,high, HS-grad,medium, Never-married, Machine-op-inspct, Unmarried, Black, Female,very-low,very-low,low, United-States, <=50K.
medium, Private,low, Bachelors,very-high, Married-civ-spouse, Transport-moving, Husband, White, Male,very-low,very-low,high, United-States, >50K.
medium, Federal-gov,low, HS-grad,medium, Divorced, Exec-managerial, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
medium, Private,medium, HS-grad,medium, Never-married, Machine-op-inspct, Own-child, Black, Female,very-low,very-low,low, United-States, <=50K.
low, Private,low, Bachelors,very-high, Married-civ-spouse, Sales, Husband, White, Male,very-low,medium,low, United-States, >50K.
low, Self-emp-not-inc,very-low, HS-grad,medium, Married-civ-spouse, Craft-repair, Husband, White, Male,very-low,very-low,very-high, United-States, <=50K.
high, Private,low, 11th,low, Married-civ-spouse, Sales, Husband, White, Male,very-low,medium,high, United-States, >50K.
medium, Private,very-low, Assoc-voc,high, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,very-low,very-low,low, United-States, >50K.
low, Private,very-low, Some-college,medium, Separated, Machine-op-inspct, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,medium, HS-grad,medium, Married-civ-spouse, Transport-moving, Husband, White, Male,very-low,very-low,medium, United-States, <=50K.
high, State-gov,medium, Bachelors,very-high, Married-civ-spouse, Exec-managerial, Husband, Other, Male,very-low,low,low, United-States, <=50K.
medium, Private,low, Bachelors,very-high, Divorced, Prof-specialty, Not-in-family, Black, Male,very-low,very-low,low, United-States, <=50K.
high, Private,medium, Some-college,medium, Married-civ-spouse, Transport-moving, Husband, White, Male,very-low,very-low,high, United-States, <=50K.
very-low, Local-gov,low, Bachelors,very-high, Never-married, Prof-specialty, Own-child, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,medium, Some-college,medium, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,very-low,very-low,low, United-States, <=50K.
low, Private,low, Some-college,medium, Never-married, Exec-managerial, Not-in-family, White, Female,very-low,very-low,medium, United-States, >50K.
very-low, Private,low, Bachelors,very-high, Never-married, Prof-specialty, Not-in-family, White, Male,very-low,very-low,low, Scotland, <=50K.
high, Self-emp-inc,low, HS-grad,medium, Married-civ-spouse, Sales, Husband, White, Male,very-low,very-low,medium, United-States, >50K.
low, Private,very-low, Some-college,medium, Married-spouse-absent, Other-service, Unmarried, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,low, Some-college,medium, Never-married, Tech-support, Own-child, Black, Female,very-low,very-low,very-low, United-States, <=50K.
low, Private,medium, HS-grad,medium, Separated, Handlers-cleaners, Own-child, Black, Male,very-low,very-low,low, United-States, <=50K.
low, Private,medium, Some-college,medium, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,very-low,very-low,very-high, United-States, <=50K.
medium, Private,medium, Some-college,medium, Married-civ-spouse, Craft-repair, Husband, White, Male,very-low,very-low,medium, United-States, >50K.
very-high, Self-emp-not-inc,low, 7th-8th,very-low, Married-civ-spouse, Farming-fishing, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,very-low, HS-grad,medium, Never-married, Other-service, Not-in-family, White, Female,very-low,very-low,low, United-States, <=50K.
very-low, Private,low, Bachelors,very-high, Never-married, Exec-managerial, Unmarried, White, Female,very-low,very-low,low, United-States, <=50K.
medium, Private,medium, Masters,very-high, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,medium,low, United-States, >50K.
medium, Private,low, HS-grad,medium, Divorced, Other-service, Unmarried, White, Female,very-low,very-low,low, United-States, <=50K.
medium, Private,very-low, Some-college,medium, Married-civ-spouse, Sales, Husband, White, Male,very-low,very-low,medium, United-States, <=50K.
high, Self-emp-inc,low, HS-grad,medium, Married-civ-spouse, Sales, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
low, Private,high, 7th-8th,very-low, Married-spouse-absent, Other-service, Not-in-family, White, Male,very-low,very-low,very-low, Mexico, <=50K.
high, Private,low, HS-grad,medium, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,very-low,very-low,low, United-States, >50K.
medium, State-gov,very-low, Some-college,medium, Married-civ-spouse, Exec-managerial, Husband, White, Male,very-low,very-low,high, United-States, >50K.
low, Private,medium, HS-grad,medium, Married-civ-spouse, Craft-repair, Husband, White, Male,very-low,very-low,low, United-States, >50K.
high, Private,very-low, Some-college,medium, Married-spouse-absent, Sales, Own-child, Asian-Pac-Islander, Female,very-low,very-low,very-high, United-States, >50K.
low, Private,very-low, Masters,very-high, Never-married, Prof-specialty, Not-in-family, Black, Female,very-low,very-low,very-low, United-States, <=50K.
low, Private,low, Assoc-voc,high, Never-married, Farming-fishing, Not-in-family, White, Male,very-low,very-low,medium, United-States, <=50K.
medium, Private,very-low, Some-college,medium, Divorced, Other-service, Own-child, White, Female,very-low,very-low,low, United-States, <=50K.
very-low, Private,low, HS-grad,medium, Never-married, Other-service, Own-child, White, Male,very-low,very-low,low, United-States, <=50K.
high, Private,high, Some-college,medium, Divorced, Tech-support, Unmarried, Black, Female,very-low,medium,low, United-States, <=50K.
